#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Target|Targetform
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.Connectives|Con


#Text=Einleitung : Das Thema der Texte ist Kiezdeutsch , eine Varietät des Deutschen , die vor allem von Jugendlichen in urbanen Räumen mit einem hohen Migrationsanteil gesprochen wird .
1-1	0-10	Einleitung	Einleitung	NN	NOUN	Einleitung	_
3-8	261-264	dem	dem	ART	DET	der	_
3-9	265-271	German	German	NE	PROPN	German	_
3-10	272-279	Summary	Summary	NE	PROPN	Summary	_
3-11	280-286	Corpus	Corpus	NE	PROPN	Corpus	_
3-12	287-288	(	(	$(	PUNCT	(	_
3-13	289-297	GerSumCo	GerSumCo	NE	PROPN	GerSumCo	_
3-14	298-299	)	)	$(	PUNCT	)	_
3-15	300-301	,	,	$,	PUNCT	,	_
3-16	302-307	einer	einer	ART	DET	ein	_
3-17	308-316	Sammlung	Sammlung	NN	NOUN	Sammlung	_
3-18	317-320	von	von	APPR	ADP	von	_
3-19	321-327	Texten	Texten	NN	NOUN	Text	_
3-20	328-331	und	und	KON	CCONJ	und	_
3-21	332-337	ihren	ihren	PPOSAT	DET	ihr	_
3-22	338-355	Zusammenfassungen	Zusammenfassungen	NN	NOUN	Zusammenfassung	_
3-23	356-357	.	.	$.	PUNCT	.	_

#Text=Der zweite Text ist ein Plädoyer einer Professorin , die Kiezdeutsch als einen neuen Dialekt verteidigt .
4-1	358-361	Der	Der	ART	DET	der	_
4-2	362-368	zweite	zweite	ADJA	ADJ	zweiter	_
4-3	369-373	Text	Text	NN	NOUN	Text	_
4-4	374-377	ist	ist	VAFIN	AUX	sein	_
4-5	378-381	ein	ein	ART	DET	ein	_
4-6	382-390	Plädoyer	Plädoyer	NN	NOUN	Plädoyer	_
4-7	391-396	einer	einer	ART	DET	ein	_
4-8	397-408	Professorin	Professorin	NN	NOUN	Professorin	_
4-9	409-410	,	,	$,	PUNCT	,	_
4-10	411-414	die	die	ART	PRON	der	_
4-11	415-426	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
4-12	427-430	als	als	APPR	ADP	als	_
4-13	431-436	einen	einen	ART	DET	ein	_
4-14	437-442	neuen	neuen	ADJA	ADJ	neu	_
4-15	443-450	Dialekt	Dialekt	NN	NOUN	Dialekt	_
4-16	451-461	verteidigt	verteidigt	VVPP	VERB	verteidigen	_
4-17	462-463	.	.	$.	PUNCT	.	_

#Text=Die These , die ich aus den Texten ableiten möchte , ist : Kiezdeutsch ist eine bereichernde und legitime Varietät des Deutschen , die nicht als Bedrohung oder Verfall angesehen werden sollte .
5-1	464-467	Die	Die	ART	DET	der	_
5-2	468-473	These	These	NN	NOUN	These	_
5-3	474-475	,	,	$,	PUNCT	,	_
5-4	476-479	die	die	PRELS	PRON	der	_
5-5	480-483	ich	ich	PPER	PRON	ich	_
5-6	484-487	aus	aus	APPR	ADP	aus	_
5-7	488-491	den	den	ART	DET	der	_
5-8	492-498	Texten	Texten	NN	NOUN	Text	_
5-9	499-507	ableiten	ableiten	VVINF	VERB	ableiten	_
5-10	508-514	möchte	möchte	VMFIN	AUX	möchten	_
5-11	515-516	,	,	$,	PUNCT	,	_
5-12	517-520	ist	ist	VAFIN	AUX	sein	_
5-13	521-522	:	:	$.	PUNCT	:	_
5-14	523-534	Kiezdeutsch	Kiezdeutsch	NN	ADV	Kiezdeutsch	_
5-15	535-538	ist	ist	VAFIN	AUX	sein	_
5-16	539-543	eine	eine	ART	DET	ein	_
5-17	544-556	bereichernde	bereichernde	ADJA	ADJ	bereichernd	_
5-18	557-560	und	und	KON	CCONJ	und	_
5-19	561-569	legitime	legitime	ADJA	ADJ	legitim	_
5-20	570-578	Varietät	Varietät	NN	NOUN	Varietät	_
5-21	579-582	des	des	ART	DET	der	_
5-22	583-592	Deutschen	Deutschen	NN	NOUN	deutsche	_
5-23	593-594	,	,	$,	PUNCT	,	_
5-24	595-598	die	die	PRELS	PRON	der	_
5-25	599-604	nicht	nicht	PTKNEG	PART	nicht	_
5-26	605-608	als	als	APPR	ADP	als	_
5-27	609-618	Bedrohung	Bedrohung	NN	NOUN	Bedrohung	_
5-28	619-623	oder	oder	KON	CCONJ	oder	_
5-29	624-631	Verfall	Verfall	NN	NOUN	Verfall	_
5-30	632-641	angesehen	angesehen	VVPP	VERB	ansehen	_
5-31	642-648	werden	werden	VAINF	AUX	werden	_
5-32	649-655	sollte	sollte	VMFIN	AUX	sollen	_
5-33	656-657	.	.	$.	PUNCT	.	_

#Text=Hauptteil : Im Hauptteil werde ich die Argumente der Texte für meine These zusammenfassen und analysieren .
6-1	658-667	Hauptteil	Hauptteil	NN	NOUN	Hauptteil	_
6-2	668-669	:	:	$.	PUNCT	:	_
6-3	670-672	Im	Im	APPRART	ADP	in	_
6-4	673-682	Hauptteil	Hauptteil	NN	NOUN	Hauptteil	_
6-5	683-688	werde	werde	VAFIN	AUX	werden	_
6-6	689-692	ich	ich	PPER	PRON	ich	_
6-7	693-696	die	die	ART	DET	der	_
6-8	697-706	Argumente	Argumente	NN	NOUN	Argument	_
6-9	707-710	der	der	ART	DET	der	_
6-10	711-716	Texte	Texte	NN	NOUN	Text	_
6-11	717-720	für	für	APPR	ADP	für	_
6-12	721-726	meine	meine	PPOSAT	DET	mein	_
6-13	727-732	These	These	NN	NOUN	These	_
6-14	733-747	zusammenfassen	zusammenfassen	VVINF	VERB	zusammenfassen	_
6-15	748-751	und	und	KON	CCONJ	und	_
6-16	752-763	analysieren	analysieren	VVINF	VERB	analysieren	_
6-17	764-765	.	.	$.	PUNCT	.	_

#Text=Der erste Text gibt einen Überblick über die Definition , die Klassifikation und die grammatischen und lexikalischen Eigenschaften von Kiezdeutsch .
7-1	766-769	Der	Der	ART	DET	der	_
7-2	770-775	erste	erste	ADJA	ADJ	erster	_
7-3	776-780	Text	Text	NN	NOUN	Text	_
7-4	781-785	gibt	gibt	VVFIN	VERB	geben	_
7-5	786-791	einen	einen	ART	DET	ein	_
7-6	792-801	Überblick	Überblick	NN	NOUN	Überblick	_
7-7	802-806	über	über	APPR	ADP	über	_
7-8	807-810	die	die	ART	DET	der	_
7-9	811-821	Definition	Definition	NN	NOUN	Definition	_
7-10	822-823	,	,	$,	PUNCT	,	_
7-11	824-827	die	die	ART	DET	der	_
7-12	828-842	Klassifikation	Klassifikation	NN	NOUN	Klassifikation	_
7-13	843-846	und	und	KON	CCONJ	und	_
7-14	847-850	die	die	ART	DET	der	_
7-15	851-864	grammatischen	grammatischen	ADJA	ADJ	grammatisch	_
7-16	865-868	und	und	KON	CCONJ	und	_
7-17	869-882	lexikalischen	lexikalischen	ADJA	ADJ	lexikalisch	_
7-18	883-896	Eigenschaften	Eigenschaften	NN	NOUN	Eigenschaft	_
7-19	897-900	von	von	APPR	ADP	von	_
7-20	901-912	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
7-21	913-914	.	.	$.	PUNCT	.	_

#Text=Der zweite Text geht auf die Bewertung und die Wahrnehmung von Kiezdeutsch ein und zeigt , wie diese von sozioökonomischen und kulturellen Faktoren beeinflusst werden .
8-1	915-918	Der	Der	ART	DET	der	_
8-2	919-925	zweite	zweite	ADJA	ADJ	zweiter	_
8-3	926-930	Text	Text	NN	NOUN	Text	_
8-4	931-935	geht	geht	VVFIN	VERB	gehen	_
8-5	936-939	auf	auf	APPR	ADP	auf	_
8-6	940-943	die	die	ART	DET	der	_
8-7	944-953	Bewertung	Bewertung	NN	NOUN	Bewertung	_
8-8	954-957	und	und	KON	CCONJ	und	_
8-9	958-961	die	die	ART	DET	der	_
8-10	962-973	Wahrnehmung	Wahrnehmung	NN	NOUN	Wahrnehmung	_
8-11	974-977	von	von	APPR	ADP	von	_
8-12	978-989	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
8-13	990-993	ein	ein	PTKVZ	ADV	ein	_
8-14	994-997	und	und	KON	CCONJ	und	_
8-15	998-1003	zeigt	zeigt	VVFIN	VERB	zeigen	_
8-16	1004-1005	,	,	$,	PUNCT	,	_
8-17	1006-1009	wie	wie	PWAV	SCONJ	wie	03_Expansion
8-18	1010-1015	diese	diese	PDS	PRON	dieser	_
8-19	1016-1019	von	von	APPR	ADP	von	_
8-20	1020-1037	sozioökonomischen	sozioökonomischen	ADJA	ADJ	sozioökonomisch	_
8-21	1038-1041	und	und	KON	CCONJ	und	_
8-22	1042-1053	kulturellen	kulturellen	ADJA	ADJ	kulturell	_
8-23	1054-1062	Faktoren	Faktoren	NN	NOUN	Faktor	_
8-24	1063-1074	beeinflusst	beeinflusst	VVPP	VERB	beeinflussn	_
8-25	1075-1081	werden	werden	VAFIN	AUX	werden	_
8-26	1082-1083	.	.	$.	PUNCT	.	_

#Text=Beide Texte betonen , dass Kiezdeutsch kein falsches oder reduziertes Deutsch ist , sondern ein Teil eines größeren sprachlichen Repertoires , das situationsangemessen eingesetzt wird .
9-1	1084-1089	Beide	Beide	PIAT	DET	beide	_
9-2	1090-1095	Texte	Texte	NN	NOUN	Text	_
9-3	1096-1103	betonen	betonen	VVFIN	VERB	betonen	_
9-4	1104-1105	,	,	$,	PUNCT	,	_
9-5	1106-1110	dass	dass	KOUS	SCONJ	dass	_
9-6	1111-1122	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
9-7	1123-1127	kein	kein	PIAT	DET	kein	_
9-8	1128-1136	falsches	falsches	ADJA	ADJ	falsch	_
9-9	1137-1141	oder	oder	KON	CCONJ	oder	_
9-10	1142-1153	reduziertes	reduziertes	ADJA	ADJ	reduziert	_
9-11	1154-1161	Deutsch	Deutsch	NN	NOUN	Deutsch	_
9-12	1162-1165	ist	ist	VAFIN	AUX	sein	_
9-13	1166-1167	,	,	$,	PUNCT	,	_
9-14	1168-1175	sondern	sondern	KON	CCONJ	sondern	03_Expansion
9-15	1176-1179	ein	ein	ART	DET	ein	_
9-16	1180-1184	Teil	Teil	NN	NOUN	Teil	_
9-17	1185-1190	eines	eines	ART	DET	ein	_
9-18	1191-1199	größeren	größeren	ADJA	ADJ	groß	_
9-19	1200-1212	sprachlichen	sprachlichen	ADJA	ADJ	sprachlich	_
9-20	1213-1224	Repertoires	Repertoires	NN	NOUN	Repertoire	_
9-21	1225-1226	,	,	$,	PUNCT	,	_
9-22	1227-1230	das	das	ART	PRON	der	_
9-23	1231-1251	situationsangemessen	situationsangemessen	NN	NOUN	Situationsangemesse	_
9-24	1252-1262	eingesetzt	eingesetzt	VVPP	VERB	einsetzen	_
9-25	1263-1267	wird	wird	VAFIN	AUX	werden	_
9-26	1268-1269	.	.	$.	PUNCT	.	_

#Text=Beide Texte weisen auch darauf hin , dass Kiezdeutsch keine Mischsprache ist , sondern aus dem System der deutschen Grammatik heraus entstanden ist und typisch deutsch ist .
10-1	1270-1275	Beide	Beide	PIAT	DET	beide	_
10-2	1276-1281	Texte	Texte	NN	NOUN	Text	_
10-3	1282-1288	weisen	weisen	VVFIN	VERB	weisen	_
10-4	1289-1293	auch	auch	ADV	ADV	auch	03_Expansion
10-5	1294-1300	darauf	darauf	PROAV	ADV	darauf	04_Temporal
10-6	1301-1304	hin	hin	PTKVZ	ADV	hin	_
10-7	1305-1306	,	,	$,	PUNCT	,	_
10-8	1307-1311	dass	dass	KOUS	SCONJ	dass	_
10-9	1312-1323	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
10-10	1324-1329	keine	keine	PIAT	DET	kein	_
10-11	1330-1342	Mischsprache	Mischsprache	NN	NOUN	Mischsprach	_
10-12	1343-1346	ist	ist	VAFIN	AUX	sein	_
10-13	1347-1348	,	,	$,	PUNCT	,	_
10-14	1349-1356	sondern	sondern	KON	CCONJ	sondern	03_Expansion
10-15	1357-1360	aus	aus	APPR	ADP	aus	_
10-16	1361-1364	dem	dem	ART	DET	der	_
10-17	1365-1371	System	System	NN	NOUN	System	_
10-18	1372-1375	der	der	ART	DET	der	_
10-19	1376-1385	deutschen	deutschen	ADJA	ADJ	deutsch	_
10-20	1386-1395	Grammatik	Grammatik	NN	NOUN	Grammatik	_
10-21	1396-1402	heraus	heraus	APZR	ADV	heraus	_
10-22	1403-1413	entstanden	entstanden	VVPP	VERB	entstehen	_
10-23	1414-1417	ist	ist	VAFIN	AUX	sein	_
10-24	1418-1421	und	und	KON	CCONJ	und	_
10-25	1422-1429	typisch	typisch	ADJD	ADV	typisch	_
10-26	1430-1437	deutsch	deutsch	ADJD	ADV	deutsch	_
10-27	1438-1441	ist	ist	VAFIN	AUX	sein	_
10-28	1442-1443	.	.	$.	PUNCT	.	_

#Text=Beide Texte argumentieren schließlich , dass Kiezdeutsch das Deutsche bereichert , indem es dem Spektrum der deutschen Varietäten ein neues , vitales Element hinzufügt , und dass Sprachwandel ein natürlicher und unvermeidlicher Prozess ist .
11-1	1444-1449	Beide	Beide	PIAT	DET	beide	_
11-2	1450-1455	Texte	Texte	NN	NOUN	Text	_
11-3	1456-1469	argumentieren	argumentieren	VVFIN	VERB	argumentieren	_
11-4	1470-1481	schließlich	schließlich	ADV	ADV	schließlich	02_Contingency
11-5	1482-1483	,	,	$,	PUNCT	,	_
11-6	1484-1488	dass	dass	KOUS	SCONJ	dass	_
11-7	1489-1500	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
11-8	1501-1504	das	das	ART	DET	der	_
11-9	1505-1513	Deutsche	Deutsche	NN	NOUN	deutsche	_
11-10	1514-1524	bereichert	bereichert	VVFIN	VERB	bereicheren	_
11-11	1525-1526	,	,	$,	PUNCT	,	_
11-12	1527-1532	indem	indem	KOUS	SCONJ	indem	03_Expansion
11-13	1533-1535	es	es	PPER	PRON	es	_
11-14	1536-1539	dem	dem	ART	DET	der	_
11-15	1540-1548	Spektrum	Spektrum	NN	NOUN	Spektrum	_
11-16	1549-1552	der	der	ART	DET	der	_
11-17	1553-1562	deutschen	deutschen	ADJA	ADJ	deutsch	_
11-18	1563-1573	Varietäten	Varietäten	NN	NOUN	Varietät	_
11-19	1574-1577	ein	ein	ART	DET	ein	_
11-20	1578-1583	neues	neues	ADJA	ADJ	neu	_
11-21	1584-1585	,	,	$,	PUNCT	,	_
11-22	1586-1593	vitales	vitales	ADJA	ADJ	vital	_
11-23	1594-1601	Element	Element	NN	NOUN	Element	_
11-24	1602-1611	hinzufügt	hinzufügt	VVFIN	VERB	hinzufügen	_
11-25	1612-1613	,	,	$,	PUNCT	,	_
11-26	1614-1617	und	und	KON	CCONJ	und	_
11-27	1618-1622	dass	dass	KOUS	SCONJ	dass	_
11-28	1623-1635	Sprachwandel	Sprachwandel	NN	NOUN	Sprachwandel	_
11-29	1636-1639	ein	ein	ART	DET	ein	_
11-30	1640-1651	natürlicher	natürlicher	ADJA	ADJ	natürlich	_
11-31	1652-1655	und	und	KON	CCONJ	und	_
11-32	1656-1671	unvermeidlicher	unvermeidlicher	ADJA	ADJ	unvermeidlich	_
11-33	1672-1679	Prozess	Prozess	NN	NOUN	Prozess	_
11-34	1680-1683	ist	ist	VAFIN	AUX	sein	_
11-35	1684-1685	.	.	$.	PUNCT	.	_

#Text=Zusammenfassung : In der Zusammenfassung werde ich meine These wiederholen und die wichtigsten Punkte der Texte kurz wiederholen .
12-1	1686-1701	Zusammenfassung	Zusammenfassung	NN	NOUN	Zusammenfassung	_
12-2	1702-1703	:	:	$.	PUNCT	:	_
12-3	1704-1706	In	In	APPR	ADP	in	_
12-4	1707-1710	der	der	ART	DET	der	_
12-5	1711-1726	Zusammenfassung	Zusammenfassung	NN	NOUN	Zusammenfassung	_
12-6	1727-1732	werde	werde	VAFIN	AUX	werden	_
12-7	1733-1736	ich	ich	PPER	PRON	ich	_
12-8	1737-1742	meine	meine	PPOSAT	DET	mein	_
12-9	1743-1748	These	These	NN	NOUN	These	_
12-10	1749-1760	wiederholen	wiederholen	VVINF	VERB	wiederholen	_
12-11	1761-1764	und	und	KON	CCONJ	und	_
12-12	1765-1768	die	die	ART	DET	der	_
12-13	1769-1780	wichtigsten	wichtigsten	ADJA	ADJ	wichtig	_
12-14	1781-1787	Punkte	Punkte	NN	NOUN	Punkt	_
12-15	1788-1791	der	der	ART	DET	der	_
12-16	1792-1797	Texte	Texte	NN	NOUN	Text	_
12-17	1798-1802	kurz	kurz	ADJD	ADV	kurz	_
12-18	1803-1814	wiederholen	wiederholen	VVINF	VERB	wiederholen	_
12-19	1815-1816	.	.	$.	PUNCT	.	_

#Text=Meine These ist :
13-1	1817-1822	Meine	Meine	PPOSAT	DET	mein	_
13-2	1823-1828	These	These	NN	NOUN	These	_
13-3	1829-1832	ist	ist	VAFIN	AUX	sein	_
13-4	1833-1834	:	:	$.	PUNCT	:	_

#Text=Kiezdeutsch ist eine bereichernde und legitime Varietät des Deutschen , die nicht als Bedrohung oder Verfall angesehen werden sollte .
14-1	1835-1846	Kiezdeutsch	Kiezdeutsch	NN	ADV	Kiezdeutsch	_
14-2	1847-1850	ist	ist	VAFIN	AUX	sein	_
14-3	1851-1855	eine	eine	ART	DET	ein	_
14-4	1856-1868	bereichernde	bereichernde	ADJA	ADJ	bereichernd	_
14-5	1869-1872	und	und	KON	CCONJ	und	_
14-6	1873-1881	legitime	legitime	ADJA	ADJ	legitim	_
14-7	1882-1890	Varietät	Varietät	NN	NOUN	Varietät	_
14-8	1891-1894	des	des	ART	DET	der	_
14-9	1895-1904	Deutschen	Deutschen	NN	NOUN	deutsche	_
14-10	1905-1906	,	,	$,	PUNCT	,	_
14-11	1907-1910	die	die	PRELS	PRON	der	_
14-12	1911-1916	nicht	nicht	PTKNEG	PART	nicht	_
14-13	1917-1920	als	als	APPR	ADP	als	_
14-14	1921-1930	Bedrohung	Bedrohung	NN	NOUN	Bedrohung	_
14-15	1931-1935	oder	oder	KON	CCONJ	oder	_
14-16	1936-1943	Verfall	Verfall	NN	NOUN	Verfall	_
14-17	1944-1953	angesehen	angesehen	VVPP	VERB	ansehen	_
14-18	1954-1960	werden	werden	VAINF	AUX	werden	_
14-19	1961-1967	sollte	sollte	VMFIN	AUX	sollen	_
14-20	1968-1969	.	.	$.	PUNCT	.	_

#Text=Die Texte zeigen , dass Kiezdeutsch eine Varietät ist , die von verschiedenen ethnischen Gruppen in urbanen Räumen gesprochen wird , die eine informelle Sprechweise ist , die situationsangemessen verwendet wird , die aus dem System der deutschen Grammatik heraus entstanden ist und typisch deutsch ist , und die das Deutsche bereichert , indem sie dem Spektrum der deutschen Varietäten ein neues , vitales Element hinzufügt .
15-1	1970-1973	Die	Die	ART	DET	der	_
15-2	1974-1979	Texte	Texte	NN	NOUN	Text	_
15-3	1980-1986	zeigen	zeigen	VVFIN	VERB	zeigen	_
15-4	1987-1988	,	,	$,	PUNCT	,	_
15-5	1989-1993	dass	dass	KOUS	SCONJ	dass	_
15-6	1994-2005	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
15-7	2006-2010	eine	eine	ART	DET	ein	_
15-8	2011-2019	Varietät	Varietät	NN	NOUN	Varietät	_
15-9	2020-2023	ist	ist	VAFIN	AUX	sein	_
15-10	2024-2025	,	,	$,	PUNCT	,	_
15-11	2026-2029	die	die	PRELS	PRON	der	_
15-12	2030-2033	von	von	APPR	ADP	von	_
15-13	2034-2047	verschiedenen	verschiedenen	ADJA	ADJ	verschieden	_
15-14	2048-2058	ethnischen	ethnischen	ADJA	ADJ	ethnisch	_
15-15	2059-2066	Gruppen	Gruppen	NN	NOUN	Gruppe	_
15-16	2067-2069	in	in	APPR	ADP	in	_
15-17	2070-2077	urbanen	urbanen	ADJA	ADJ	urban	_
15-18	2078-2084	Räumen	Räumen	NN	NOUN	Raum	_
15-19	2085-2095	gesprochen	gesprochen	VVPP	VERB	sprechen	_
15-20	2096-2100	wird	wird	VAFIN	AUX	werden	_
15-21	2101-2102	,	,	$,	PUNCT	,	_
15-22	2103-2106	die	die	PRELS	PRON	der	_
15-23	2107-2111	eine	eine	ART	DET	ein	_
15-24	2112-2122	informelle	informelle	ADJA	ADJ	informell	_
15-25	2123-2134	Sprechweise	Sprechweise	NN	NOUN	Sprechweise	_
15-26	2135-2138	ist	ist	VAFIN	AUX	sein	_
15-27	2139-2140	,	,	$,	PUNCT	,	_
15-28	2141-2144	die	die	ART	DET	der	_
15-29	2145-2165	situationsangemessen	situationsangemessen	NN	NOUN	Situationsangemesse	_
15-30	2166-2175	verwendet	verwendet	VVPP	VERB	verwenden	_
15-31	2176-2180	wird	wird	VAFIN	AUX	werden	_
15-32	2181-2182	,	,	$,	PUNCT	,	_
15-33	2183-2186	die	die	PRELS	PRON	der	_
15-34	2187-2190	aus	aus	APPR	ADP	aus	_
15-35	2191-2194	dem	dem	ART	DET	der	_
15-36	2195-2201	System	System	NN	NOUN	System	_
15-37	2202-2205	der	der	ART	DET	der	_
15-38	2206-2215	deutschen	deutschen	ADJA	ADJ	deutsch	_
15-39	2216-2225	Grammatik	Grammatik	NN	NOUN	Grammatik	_
15-40	2226-2232	heraus	heraus	APZR	ADV	heraus	_
15-41	2233-2243	entstanden	entstanden	VVPP	VERB	entstehen	_
15-42	2244-2247	ist	ist	VAFIN	AUX	sein	_
15-43	2248-2251	und	und	KON	CCONJ	und	_
15-44	2252-2259	typisch	typisch	ADJD	ADV	typisch	_
15-45	2260-2267	deutsch	deutsch	ADJD	ADV	deutsch	_
15-46	2268-2271	ist	ist	VAFIN	AUX	sein	_
15-47	2272-2273	,	,	$,	PUNCT	,	_
15-48	2274-2277	und	und	KON	CCONJ	und	_
15-49	2278-2281	die	die	PRELS	PRON	der	_
15-50	2282-2285	das	das	ART	DET	der	_
15-51	2286-2294	Deutsche	Deutsche	NN	NOUN	deutsche	_
15-52	2295-2305	bereichert	bereichert	VVFIN	VERB	bereicheren	_
15-53	2306-2307	,	,	$,	PUNCT	,	_
15-54	2308-2313	indem	indem	KOUS	SCONJ	indem	03_Expansion
15-55	2314-2317	sie	sie	PPER	PRON	sie	_
15-56	2318-2321	dem	dem	ART	DET	der	_
15-57	2322-2330	Spektrum	Spektrum	NN	NOUN	Spektrum	_
15-58	2331-2334	der	der	ART	DET	der	_
15-59	2335-2344	deutschen	deutschen	ADJA	ADJ	deutsch	_
15-60	2345-2355	Varietäten	Varietäten	NN	NOUN	Varietät	_
15-61	2356-2359	ein	ein	ART	DET	ein	_
15-62	2360-2365	neues	neues	ADJA	ADJ	neu	_
15-63	2366-2367	,	,	$,	PUNCT	,	_
15-64	2368-2375	vitales	vitales	ADJA	ADJ	vital	_
15-65	2376-2383	Element	Element	NN	NOUN	Element	_
15-66	2384-2393	hinzufügt	hinzufügt	VVFIN	VERB	hinzufügen	_
15-67	2394-2395	.	.	$.	PUNCT	.	_

#Text=Die Texte fordern eine Anerkennung und eine Wertschätzung von Kiezdeutsch als einer neuen Form des Deutschen , die nicht diskriminiert oder abgewertet werden sollte .
16-1	2396-2399	Die	Die	ART	DET	der	_
16-2	2400-2405	Texte	Texte	NN	NOUN	Text	_
16-3	2406-2413	fordern	fordern	VVFIN	VERB	fordern	_
16-4	2414-2418	eine	eine	ART	DET	ein	_
16-5	2419-2430	Anerkennung	Anerkennung	NN	NOUN	Anerkennung	_
16-6	2431-2434	und	und	KON	CCONJ	und	_
16-7	2435-2439	eine	eine	ART	DET	ein	_
16-8	2440-2453	Wertschätzung	Wertschätzung	NN	NOUN	Wertschätzung	_
16-9	2454-2457	von	von	APPR	ADP	von	_
16-10	2458-2469	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
16-11	2470-2473	als	als	APPR	ADP	als	_
16-12	2474-2479	einer	einer	ART	DET	ein	_
16-13	2480-2485	neuen	neuen	ADJA	ADJ	neu	_
16-14	2486-2490	Form	Form	NN	NOUN	Form	_
16-15	2491-2494	des	des	ART	DET	der	_
16-16	2495-2504	Deutschen	Deutschen	NN	NOUN	deutsche	_
16-17	2505-2506	,	,	$,	PUNCT	,	_
16-18	2507-2510	die	die	PRELS	PRON	der	_
16-19	2511-2516	nicht	nicht	PTKNEG	PART	nicht	_
16-20	2517-2530	diskriminiert	diskriminiert	VVPP	VERB	diskriminieren	_
16-21	2531-2535	oder	oder	KON	CCONJ	oder	_
16-22	2536-2546	abgewertet	abgewertet	VVPP	VERB	abwerten	_
16-23	2547-2553	werden	werden	VAINF	AUX	werden	_
