1	1-1	0-10	Einleitung	Einleitung	NN	NOUN	Einleitung	_
98	5-22	583-592	Deutschen	Deutschen	NN	NOUN	deutsche	_
99	5-23	593-594	,	,	$,	PUNCT	,	_
100	5-24	595-598	die	die	PRELS	PRON	der	_
101	5-25	599-604	nicht	nicht	PTKNEG	PART	nicht	_
102	5-26	605-608	als	als	APPR	ADP	als	_
103	5-27	609-618	Bedrohung	Bedrohung	NN	NOUN	Bedrohung	_
104	5-28	619-623	oder	oder	KON	CCONJ	oder	_
105	5-29	624-631	Verfall	Verfall	NN	NOUN	Verfall	_
106	5-30	632-641	angesehen	angesehen	VVPP	VERB	ansehen	_
107	5-31	642-648	werden	werden	VAINF	AUX	werden	_
108	5-32	649-655	sollte	sollte	VMFIN	AUX	sollen	_
109	5-33	656-657	.	.	$.	PUNCT	.	_

110	6-1	658-667	Hauptteil	Hauptteil	NN	NOUN	Hauptteil	_
111	6-2	668-669	:	:	$.	PUNCT	:	_
112	6-3	670-672	Im	Im	APPRART	ADP	in	_
113	6-4	673-682	Hauptteil	Hauptteil	NN	NOUN	Hauptteil	_
114	6-5	683-688	werde	werde	VAFIN	AUX	werden	_
115	6-6	689-692	ich	ich	PPER	PRON	ich	_
116	6-7	693-696	die	die	ART	DET	der	_
117	6-8	697-706	Argumente	Argumente	NN	NOUN	Argument	_
118	6-9	707-710	der	der	ART	DET	der	_
119	6-10	711-716	Texte	Texte	NN	NOUN	Text	_
120	6-11	717-720	für	für	APPR	ADP	für	_
121	6-12	721-726	meine	meine	PPOSAT	DET	mein	_
122	6-13	727-732	These	These	NN	NOUN	These	_
123	6-14	733-747	zusammenfassen	zusammenfassen	VVINF	VERB	zusammenfassen	_
124	6-15	748-751	und	und	KON	CCONJ	und	_
125	6-16	752-763	analysieren	analysieren	VVINF	VERB	analysieren	_
126	6-17	764-765	.	.	$.	PUNCT	.	_

127	7-1	766-769	Der	Der	ART	DET	der	_
128	7-2	770-775	erste	erste	ADJA	ADJ	erster	_
129	7-3	776-780	Text	Text	NN	NOUN	Text	_
130	7-4	781-785	gibt	gibt	VVFIN	VERB	geben	_
131	7-5	786-791	einen	einen	ART	DET	ein	_
132	7-6	792-801	Überblick	Überblick	NN	NOUN	Überblick	_
133	7-7	802-806	über	über	APPR	ADP	über	_
134	7-8	807-810	die	die	ART	DET	der	_
135	7-9	811-821	Definition	Definition	NN	NOUN	Definition	_
136	7-10	822-823	,	,	$,	PUNCT	,	_
137	7-11	824-827	die	die	ART	DET	der	_
138	7-12	828-842	Klassifikation	Klassifikation	NN	NOUN	Klassifikation	_
139	7-13	843-846	und	und	KON	CCONJ	und	_
140	7-14	847-850	die	die	ART	DET	der	_
141	7-15	851-864	grammatischen	grammatischen	ADJA	ADJ	grammatisch	_
142	7-16	865-868	und	und	KON	CCONJ	und	_
143	7-17	869-882	lexikalischen	lexikalischen	ADJA	ADJ	lexikalisch	_
144	7-18	883-896	Eigenschaften	Eigenschaften	NN	NOUN	Eigenschaft	_
145	7-19	897-900	von	von	APPR	ADP	von	_
146	7-20	901-912	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
147	7-21	913-914	.	.	$.	PUNCT	.	_

148	8-1	915-918	Der	Der	ART	DET	der	_
149	8-2	919-925	zweite	zweite	ADJA	ADJ	zweiter	_
150	8-3	926-930	Text	Text	NN	NOUN	Text	_
151	8-4	931-935	geht	geht	VVFIN	VERB	gehen	_
152	8-5	936-939	auf	auf	APPR	ADP	auf	_
153	8-6	940-943	die	die	ART	DET	der	_
154	8-7	944-953	Bewertung	Bewertung	NN	NOUN	Bewertung	_
155	8-8	954-957	und	und	KON	CCONJ	und	_
156	8-9	958-961	die	die	ART	DET	der	_
157	8-10	962-973	Wahrnehmung	Wahrnehmung	NN	NOUN	Wahrnehmung	_
158	8-11	974-977	von	von	APPR	ADP	von	_
159	8-12	978-989	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
160	8-13	990-993	ein	ein	PTKVZ	ADV	ein	_
161	8-14	994-997	und	und	KON	CCONJ	und	_
162	8-15	998-1003	zeigt	zeigt	VVFIN	VERB	zeigen	_
163	8-16	1004-1005	,	,	$,	PUNCT	,	_
164	8-17	1006-1009	wie	wie	PWAV	SCONJ	wie	03_Expansion
165	8-18	1010-1015	diese	diese	PDS	PRON	dieser	_
166	8-19	1016-1019	von	von	APPR	ADP	von	_
167	8-20	1020-1037	sozioökonomischen	sozioökonomischen	ADJA	ADJ	sozioökonomisch	_
168	8-21	1038-1041	und	und	KON	CCONJ	und	_
169	8-22	1042-1053	kulturellen	kulturellen	ADJA	ADJ	kulturell	_
170	8-23	1054-1062	Faktoren	Faktoren	NN	NOUN	Faktor	_
171	8-24	1063-1074	beeinflusst	beeinflusst	VVPP	VERB	beeinflussn	_
172	8-25	1075-1081	werden	werden	VAFIN	AUX	werden	_
173	8-26	1082-1083	.	.	$.	PUNCT	.	_

174	9-1	1084-1089	Beide	Beide	PIAT	DET	beide	_
175	9-2	1090-1095	Texte	Texte	NN	NOUN	Text	_
176	9-3	1096-1103	betonen	betonen	VVFIN	VERB	betonen	_
177	9-4	1104-1105	,	,	$,	PUNCT	,	_
178	9-5	1106-1110	dass	dass	KOUS	SCONJ	dass	_
179	9-6	1111-1122	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
180	9-7	1123-1127	kein	kein	PIAT	DET	kein	_
181	9-8	1128-1136	falsches	falsches	ADJA	ADJ	falsch	_
182	9-9	1137-1141	oder	oder	KON	CCONJ	oder	_
183	9-10	1142-1153	reduziertes	reduziertes	ADJA	ADJ	reduziert	_
184	9-11	1154-1161	Deutsch	Deutsch	NN	NOUN	Deutsch	_
185	9-12	1162-1165	ist	ist	VAFIN	AUX	sein	_
186	9-13	1166-1167	,	,	$,	PUNCT	,	_
187	9-14	1168-1175	sondern	sondern	KON	CCONJ	sondern	03_Expansion
188	9-15	1176-1179	ein	ein	ART	DET	ein	_
189	9-16	1180-1184	Teil	Teil	NN	NOUN	Teil	_
190	9-17	1185-1190	eines	eines	ART	DET	ein	_
191	9-18	1191-1199	größeren	größeren	ADJA	ADJ	groß	_
192	9-19	1200-1212	sprachlichen	sprachlichen	ADJA	ADJ	sprachlich	_
193	9-20	1213-1224	Repertoires	Repertoires	NN	NOUN	Repertoire	_
194	9-21	1225-1226	,	,	$,	PUNCT	,	_
195	9-22	1227-1230	das	das	ART	PRON	der	_
196	9-23	1231-1251	situationsangemessen	situationsangemessen	NN	NOUN	Situationsangemesse	_
197	9-24	1252-1262	eingesetzt	eingesetzt	VVPP	VERB	einsetzen	_
198	9-25	1263-1267	wird	wird	VAFIN	AUX	werden	_
199	9-26	1268-1269	.	.	$.	PUNCT	.	_

200	10-1	1270-1275	Beide	Beide	PIAT	DET	beide	_
201	10-2	1276-1281	Texte	Texte	NN	NOUN	Text	_
202	10-3	1282-1288	weisen	weisen	VVFIN	VERB	weisen	_
203	10-4	1289-1293	auch	auch	ADV	ADV	auch	03_Expansion
204	10-5	1294-1300	darauf	darauf	PROAV	ADV	darauf	04_Temporal
205	10-6	1301-1304	hin	hin	PTKVZ	ADV	hin	_
206	10-7	1305-1306	,	,	$,	PUNCT	,	_
207	10-8	1307-1311	dass	dass	KOUS	SCONJ	dass	_
208	10-9	1312-1323	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
209	10-10	1324-1329	keine	keine	PIAT	DET	kein	_
210	10-11	1330-1342	Mischsprache	Mischsprache	NN	NOUN	Mischsprach	_
211	10-12	1343-1346	ist	ist	VAFIN	AUX	sein	_
212	10-13	1347-1348	,	,	$,	PUNCT	,	_
213	10-14	1349-1356	sondern	sondern	KON	CCONJ	sondern	03_Expansion
214	10-15	1357-1360	aus	aus	APPR	ADP	aus	_
215	10-16	1361-1364	dem	dem	ART	DET	der	_
216	10-17	1365-1371	System	System	NN	NOUN	System	_
217	10-18	1372-1375	der	der	ART	DET	der	_
218	10-19	1376-1385	deutschen	deutschen	ADJA	ADJ	deutsch	_
219	10-20	1386-1395	Grammatik	Grammatik	NN	NOUN	Grammatik	_
220	10-21	1396-1402	heraus	heraus	APZR	ADV	heraus	_
221	10-22	1403-1413	entstanden	entstanden	VVPP	VERB	entstehen	_
222	10-23	1414-1417	ist	ist	VAFIN	AUX	sein	_
223	10-24	1418-1421	und	und	KON	CCONJ	und	_
224	10-25	1422-1429	typisch	typisch	ADJD	ADV	typisch	_
225	10-26	1430-1437	deutsch	deutsch	ADJD	ADV	deutsch	_
226	10-27	1438-1441	ist	ist	VAFIN	AUX	sein	_
227	10-28	1442-1443	.	.	$.	PUNCT	.	_

228	11-1	1444-1449	Beide	Beide	PIAT	DET	beide	_
229	11-2	1450-1455	Texte	Texte	NN	NOUN	Text	_
230	11-3	1456-1469	argumentieren	argumentieren	VVFIN	VERB	argumentieren	_
231	11-4	1470-1481	schließlich	schließlich	ADV	ADV	schließlich	02_Contingency
232	11-5	1482-1483	,	,	$,	PUNCT	,	_
233	11-6	1484-1488	dass	dass	KOUS	SCONJ	dass	_
234	11-7	1489-1500	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
235	11-8	1501-1504	das	das	ART	DET	der	_
236	11-9	1505-1513	Deutsche	Deutsche	NN	NOUN	deutsche	_
237	11-10	1514-1524	bereichert	bereichert	VVFIN	VERB	bereicheren	_
238	11-11	1525-1526	,	,	$,	PUNCT	,	_
239	11-12	1527-1532	indem	indem	KOUS	SCONJ	indem	03_Expansion
240	11-13	1533-1535	es	es	PPER	PRON	es	_
241	11-14	1536-1539	dem	dem	ART	DET	der	_
242	11-15	1540-1548	Spektrum	Spektrum	NN	NOUN	Spektrum	_
243	11-16	1549-1552	der	der	ART	DET	der	_
244	11-17	1553-1562	deutschen	deutschen	ADJA	ADJ	deutsch	_
245	11-18	1563-1573	Varietäten	Varietäten	NN	NOUN	Varietät	_
246	11-19	1574-1577	ein	ein	ART	DET	ein	_
247	11-20	1578-1583	neues	neues	ADJA	ADJ	neu	_
248	11-21	1584-1585	,	,	$,	PUNCT	,	_
249	11-22	1586-1593	vitales	vitales	ADJA	ADJ	vital	_
250	11-23	1594-1601	Element	Element	NN	NOUN	Element	_
251	11-24	1602-1611	hinzufügt	hinzufügt	VVFIN	VERB	hinzufügen	_
252	11-25	1612-1613	,	,	$,	PUNCT	,	_
253	11-26	1614-1617	und	und	KON	CCONJ	und	_
254	11-27	1618-1622	dass	dass	KOUS	SCONJ	dass	_
255	11-28	1623-1635	Sprachwandel	Sprachwandel	NN	NOUN	Sprachwandel	_
256	11-29	1636-1639	ein	ein	ART	DET	ein	_
257	11-30	1640-1651	natürlicher	natürlicher	ADJA	ADJ	natürlich	_
258	11-31	1652-1655	und	und	KON	CCONJ	und	_
259	11-32	1656-1671	unvermeidlicher	unvermeidlicher	ADJA	ADJ	unvermeidlich	_
260	11-33	1672-1679	Prozess	Prozess	NN	NOUN	Prozess	_
261	11-34	1680-1683	ist	ist	VAFIN	AUX	sein	_
262	11-35	1684-1685	.	.	$.	PUNCT	.	_

263	12-1	1686-1701	Zusammenfassung	Zusammenfassung	NN	NOUN	Zusammenfassung	_
264	12-2	1702-1703	:	:	$.	PUNCT	:	_
265	12-3	1704-1706	In	In	APPR	ADP	in	_
266	12-4	1707-1710	der	der	ART	DET	der	_
267	12-5	1711-1726	Zusammenfassung	Zusammenfassung	NN	NOUN	Zusammenfassung	_
268	12-6	1727-1732	werde	werde	VAFIN	AUX	werden	_
269	12-7	1733-1736	ich	ich	PPER	PRON	ich	_
270	12-8	1737-1742	meine	meine	PPOSAT	DET	mein	_
271	12-9	1743-1748	These	These	NN	NOUN	These	_
272	12-10	1749-1760	wiederholen	wiederholen	VVINF	VERB	wiederholen	_
273	12-11	1761-1764	und	und	KON	CCONJ	und	_
274	12-12	1765-1768	die	die	ART	DET	der	_
275	12-13	1769-1780	wichtigsten	wichtigsten	ADJA	ADJ	wichtig	_
276	12-14	1781-1787	Punkte	Punkte	NN	NOUN	Punkt	_
277	12-15	1788-1791	der	der	ART	DET	der	_
278	12-16	1792-1797	Texte	Texte	NN	NOUN	Text	_
279	12-17	1798-1802	kurz	kurz	ADJD	ADV	kurz	_
280	12-18	1803-1814	wiederholen	wiederholen	VVINF	VERB	wiederholen	_
281	12-19	1815-1816	.	.	$.	PUNCT	.	_

282	13-1	1817-1822	Meine	Meine	PPOSAT	DET	mein	_
283	13-2	1823-1828	These	These	NN	NOUN	These	_
284	13-3	1829-1832	ist	ist	VAFIN	AUX	sein	_
285	13-4	1833-1834	:	:	$.	PUNCT	:	_

286	14-1	1835-1846	Kiezdeutsch	Kiezdeutsch	NN	ADV	Kiezdeutsch	_
287	14-2	1847-1850	ist	ist	VAFIN	AUX	sein	_
288	14-3	1851-1855	eine	eine	ART	DET	ein	_
289	14-4	1856-1868	bereichernde	bereichernde	ADJA	ADJ	bereichernd	_
290	14-5	1869-1872	und	und	KON	CCONJ	und	_
291	14-6	1873-1881	legitime	legitime	ADJA	ADJ	legitim	_
292	14-7	1882-1890	Varietät	Varietät	NN	NOUN	Varietät	_
293	14-8	1891-1894	des	des	ART	DET	der	_
294	14-9	1895-1904	Deutschen	Deutschen	NN	NOUN	deutsche	_
295	14-10	1905-1906	,	,	$,	PUNCT	,	_
296	14-11	1907-1910	die	die	PRELS	PRON	der	_
297	14-12	1911-1916	nicht	nicht	PTKNEG	PART	nicht	_
298	14-13	1917-1920	als	als	APPR	ADP	als	_
299	14-14	1921-1930	Bedrohung	Bedrohung	NN	NOUN	Bedrohung	_
300	14-15	1931-1935	oder	oder	KON	CCONJ	oder	_
301	14-16	1936-1943	Verfall	Verfall	NN	NOUN	Verfall	_
302	14-17	1944-1953	angesehen	angesehen	VVPP	VERB	ansehen	_
303	14-18	1954-1960	werden	werden	VAINF	AUX	werden	_
304	14-19	1961-1967	sollte	sollte	VMFIN	AUX	sollen	_
305	14-20	1968-1969	.	.	$.	PUNCT	.	_

306	15-1	1970-1973	Die	Die	ART	DET	der	_
307	15-2	1974-1979	Texte	Texte	NN	NOUN	Text	_
308	15-3	1980-1986	zeigen	zeigen	VVFIN	VERB	zeigen	_
309	15-4	1987-1988	,	,	$,	PUNCT	,	_
310	15-5	1989-1993	dass	dass	KOUS	SCONJ	dass	_
311	15-6	1994-2005	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
312	15-7	2006-2010	eine	eine	ART	DET	ein	_
313	15-8	2011-2019	Varietät	Varietät	NN	NOUN	Varietät	_
314	15-9	2020-2023	ist	ist	VAFIN	AUX	sein	_
315	15-10	2024-2025	,	,	$,	PUNCT	,	_
316	15-11	2026-2029	die	die	PRELS	PRON	der	_
317	15-12	2030-2033	von	von	APPR	ADP	von	_
318	15-13	2034-2047	verschiedenen	verschiedenen	ADJA	ADJ	verschieden	_
319	15-14	2048-2058	ethnischen	ethnischen	ADJA	ADJ	ethnisch	_
320	15-15	2059-2066	Gruppen	Gruppen	NN	NOUN	Gruppe	_
321	15-16	2067-2069	in	in	APPR	ADP	in	_
322	15-17	2070-2077	urbanen	urbanen	ADJA	ADJ	urban	_
323	15-18	2078-2084	Räumen	Räumen	NN	NOUN	Raum	_
324	15-19	2085-2095	gesprochen	gesprochen	VVPP	VERB	sprechen	_
325	15-20	2096-2100	wird	wird	VAFIN	AUX	werden	_
326	15-21	2101-2102	,	,	$,	PUNCT	,	_
327	15-22	2103-2106	die	die	PRELS	PRON	der	_
328	15-23	2107-2111	eine	eine	ART	DET	ein	_
329	15-24	2112-2122	informelle	informelle	ADJA	ADJ	informell	_
330	15-25	2123-2134	Sprechweise	Sprechweise	NN	NOUN	Sprechweise	_
331	15-26	2135-2138	ist	ist	VAFIN	AUX	sein	_
332	15-27	2139-2140	,	,	$,	PUNCT	,	_
333	15-28	2141-2144	die	die	ART	DET	der	_
334	15-29	2145-2165	situationsangemessen	situationsangemessen	NN	NOUN	Situationsangemesse	_
335	15-30	2166-2175	verwendet	verwendet	VVPP	VERB	verwenden	_
336	15-31	2176-2180	wird	wird	VAFIN	AUX	werden	_
337	15-32	2181-2182	,	,	$,	PUNCT	,	_
338	15-33	2183-2186	die	die	PRELS	PRON	der	_
339	15-34	2187-2190	aus	aus	APPR	ADP	aus	_
340	15-35	2191-2194	dem	dem	ART	DET	der	_
341	15-36	2195-2201	System	System	NN	NOUN	System	_
342	15-37	2202-2205	der	der	ART	DET	der	_
343	15-38	2206-2215	deutschen	deutschen	ADJA	ADJ	deutsch	_
344	15-39	2216-2225	Grammatik	Grammatik	NN	NOUN	Grammatik	_
345	15-40	2226-2232	heraus	heraus	APZR	ADV	heraus	_
346	15-41	2233-2243	entstanden	entstanden	VVPP	VERB	entstehen	_
347	15-42	2244-2247	ist	ist	VAFIN	AUX	sein	_
348	15-43	2248-2251	und	und	KON	CCONJ	und	_
349	15-44	2252-2259	typisch	typisch	ADJD	ADV	typisch	_
350	15-45	2260-2267	deutsch	deutsch	ADJD	ADV	deutsch	_
351	15-46	2268-2271	ist	ist	VAFIN	AUX	sein	_
352	15-47	2272-2273	,	,	$,	PUNCT	,	_
353	15-48	2274-2277	und	und	KON	CCONJ	und	_
354	15-49	2278-2281	die	die	PRELS	PRON	der	_
355	15-50	2282-2285	das	das	ART	DET	der	_
356	15-51	2286-2294	Deutsche	Deutsche	NN	NOUN	deutsche	_
357	15-52	2295-2305	bereichert	bereichert	VVFIN	VERB	bereicheren	_
358	15-53	2306-2307	,	,	$,	PUNCT	,	_
359	15-54	2308-2313	indem	indem	KOUS	SCONJ	indem	03_Expansion
360	15-55	2314-2317	sie	sie	PPER	PRON	sie	_
361	15-56	2318-2321	dem	dem	ART	DET	der	_
362	15-57	2322-2330	Spektrum	Spektrum	NN	NOUN	Spektrum	_
363	15-58	2331-2334	der	der	ART	DET	der	_
364	15-59	2335-2344	deutschen	deutschen	ADJA	ADJ	deutsch	_
365	15-60	2345-2355	Varietäten	Varietäten	NN	NOUN	Varietät	_
366	15-61	2356-2359	ein	ein	ART	DET	ein	_
367	15-62	2360-2365	neues	neues	ADJA	ADJ	neu	_
368	15-63	2366-2367	,	,	$,	PUNCT	,	_
369	15-64	2368-2375	vitales	vitales	ADJA	ADJ	vital	_
370	15-65	2376-2383	Element	Element	NN	NOUN	Element	_
371	15-66	2384-2393	hinzufügt	hinzufügt	VVFIN	VERB	hinzufügen	_
372	15-67	2394-2395	.	.	$.	PUNCT	.	_

373	16-1	2396-2399	Die	Die	ART	DET	der	_
374	16-2	2400-2405	Texte	Texte	NN	NOUN	Text	_
375	16-3	2406-2413	fordern	fordern	VVFIN	VERB	fordern	_
376	16-4	2414-2418	eine	eine	ART	DET	ein	_
377	16-5	2419-2430	Anerkennung	Anerkennung	NN	NOUN	Anerkennung	_
378	16-6	2431-2434	und	und	KON	CCONJ	und	_
379	16-7	2435-2439	eine	eine	ART	DET	ein	_
380	16-8	2440-2453	Wertschätzung	Wertschätzung	NN	NOUN	Wertschätzung	_
381	16-9	2454-2457	von	von	APPR	ADP	von	_
382	16-10	2458-2469	Kiezdeutsch	Kiezdeutsch	NN	NOUN	Kiezdeutsch	_
383	16-11	2470-2473	als	als	APPR	ADP	als	_
384	16-12	2474-2479	einer	einer	ART	DET	ein	_
385	16-13	2480-2485	neuen	neuen	ADJA	ADJ	neu	_
386	16-14	2486-2490	Form	Form	NN	NOUN	Form	_
387	16-15	2491-2494	des	des	ART	DET	der	_
388	16-16	2495-2504	Deutschen	Deutschen	NN	NOUN	deutsche	_
389	16-17	2505-2506	,	,	$,	PUNCT	,	_
390	16-18	2507-2510	die	die	PRELS	PRON	der	_
391	16-19	2511-2516	nicht	nicht	PTKNEG	PART	nicht	_
392	16-20	2517-2530	diskriminiert	diskriminiert	VVPP	VERB	diskriminieren	_
393	16-21	2531-2535	oder	oder	KON	CCONJ	oder	_
394	16-22	2536-2546	abgewertet	abgewertet	VVPP	VERB	abwerten	_
395	16-23	2547-2553	werden	werden	VAINF	AUX	werden	_
396	16-24	2554-2560	sollte	sollte	VMFIN	AUX	sollen	_
397	16-25	2561-2562	.	.	$.	PUNCT	.	_
